Strong	Word	Count
2071	shall be 	151
2071	will be 	9
2071	be 	6
2071	shall have 	6
2071	shall come to pass 	4
2071	shall 	4
2071	not translated 	1
2071	miscellaneous 	7
2072	glass 	2
2073	evening 	2
2073	eventide 	1
2074	Esrom 	3
2075	are 	82
2075	be 	5
2075	is 	2
2075	belong to 	1
2075	have been 	1
2075	not translated 	1
2076	is 	744
2076	are 	51
2076	was 	29
2076	be 	25
2076	have 	11
2076	not translated 	15
2076	miscellaneous 	25
2076	vr is 	1
2077	let be 	10
2077	be 	5
2077	not translated 	1
2078	last 	46
2078	lowest 	2
2078	uttermost 	2
2078	last state 	2
2078	ends 	1
2078	latter end 	1
2079	lie at the point of death 	1
2080	within 	3
2080	in 	1
2080	into 	1
2080	inward 	1
2080	inner 	1
2080	not translated 	1
2081	within 	7
2081	from within 	3
2081	inward part 	1
2081	inwardly 	1
2081	inward man 	1
2081	without 	1
2082	inner 	1
2082	within 	1
2083	friend 	3
2083	fellow 	1
2084	other tongue 	1
2085	teach other doctrine 	1
2085	teach otherwise 	1
2086	be unequally yoked together with 	1
2087	another 	43
2087	other 	42
2087	other thing 	3
2087	some 	2
2087	next day 	2
2087	miscellaneous 	7
2088	otherwise 	1
2089	yet 	51
2089	more 	28
2089	any more 	5
2089	still 	4
2089	further 	4
2089	longer 	3
2089	miscellaneous 	12
2090	prepare 	29
2090	make ready 	10
2090	provide 	1
2091	preparation 	1
2092	ready 	14
2092	prepared 	1
2092	readiness 	1
2092	make ready to (one's) hand 	1
2093	ready 	3
2094	year 	49
2095	well 	3
2095	well done 	2
2095	good 	1
2096	Eve 	2
2097	preach 	23
2097	preach the Gospel 	22
2097	bring good tidings 	2
2097	show glad tidings 	2
2097	bring glad tidings 	1
2097	declare 	1
2097	declare glad tidings 	1
2097	miscellaneous 	3
2098	gospel 	46
2098	gospel of Christ 	11
2098	gospel of God 	7
2098	gospel of the Kingdom 	3
2098	miscellaneous 	10
2099	evangelist 	3
2100	please 	2
2100	be well pleased 	1
2101	acceptably 	4
2101	well pleasing 	3
2101	please well 	1
2101	accepted 	1
2102	acceptable 	1
2103	Eubulus 	1
2104	nobleman 	1
2104	more noble 	1
2104	noble 	1
2105	fair weather 	1
2106	be well pleased 	7
2106	please 	5
2106	have pleasure 	4
2106	be willing 	2
2106	be (one's) good pleasure 	1
2106	take pleasure 	1
2106	think good 	1
2107	good pleasure 	4
2107	good will 	2
2107	seem good 	2
2107	desire 	1
2108	good deed done 	1
2108	benefit 	1
2109	doing good 	1
2110	benefactor 	1
2111	fit 	2
2111	meet 	1
2112	immediately 	35
2112	straightway 	32
2112	forthwith 	7
2112	miscellaneous 	6
2113	come with a straight course 	2
2114	be of good cheer 	2
2114	be merry 	1
2115	of good cheer 	1
2115	more cheerfully 	1
2116	make straight 	1
2116	governor 	1
2117	straight 	5
2117	right 	3
2117	immediately 	3
2117	straightway 	2
2117	anon 	1
2117	by and by 	1
2117	forthwith 	1
2118	righteousness 	1
2119	have leisure 	1
2119	spend time 	1
2119	have convenient time 	1
2120	opportunity 	2
2121	convenient 	1
2121	in time of need 	1
2122	conveniently 	1
2122	in season 	1
2123	easier 	7
2124	godly fear 	1
2124	fear 	1
2125	fearing 	1
2125	moved with fear 	1
2126	devout 	3
2127	bless 	43
2127	praise 	1
2128	blessed (said of God) 	8
2129	blessing 	11
2129	bounty 	2
2129	bountifully 	2
2129	fair speech 	1
2130	ready to distribute 	1
2131	Eunice 	1
2132	agree 	1
2133	benevolence 	1
2133	good will 	1
2134	make eunuchs 	2
2135	eunuch 	8
2136	Euodias 	1
2137	prosper 	3
2137	have a prosperous journey 	1
2138	easy to be intreated 	1
2139	which doth so easily beset 	1
2140	to do good 	1
2141	his ability 	1
2142	wealth 	1
2143	grace 	1
2144	accepted 	3
2144	acceptable 	2
2145	that (one) may attend upon + (4314) + version=kjv (3588) 	1
2146	make a fair show 	1
2147	find 	174
2147	miscellaneous 	4
2148	Euroclydon 	1
2149	broad 	1
2150	godliness 	14
2150	holiness 	1
2151	worship 	1
2151	show piety 	1
2152	devout 	3
2152	godly 	1
2153	godly 	2
2154	easy to understood 	1
2155	tenderhearted 	1
2155	pitiful 	1
2156	honestly 	2
2156	decently 	1
2157	comeliness 	1
2158	honourable 	3
2158	comely 	2
2159	vehemently 	1
2159	mightily 	1
2160	jesting 	1
2161	Eutychus 	1
2162	good report 	1
2163	of good report 	1
2164	bring forth plentifully 	1
2165	rejoice 	6
2165	be merry 	3
2165	make merry 	3
2165	fare 	1
2165	make glad 	1
2166	Euphrates 	2
2167	joy 	1
2167	gladness 	1
2168	give thanks 	26
2168	thank 	12
2168	be thankful 	1
2169	thanksgiving 	9
2169	giving of thanks 	3
2169	thanks 	2
2169	thankfulness 	1
2170	thankful 	1
2171	vow 	2
2171	prayer 	1
2172	wish 	3
2172	pray 	2
2172	can wish 	1
2172	I would 	1
2173	profitable 	2
2173	meet for use 	1
2174	be of good comfort 	1
2175	sweet savour 	1
2175	sweet smelling 	1
2175	sweet smell 	1
2176	left 	5
2176	on the left hand 	4
2176	left foot 	1
2177	leap 	1
2178	once 	5
2179	of Ephesus 	1
2180	Ephesian 	6
2180	of Ephesus 	1
2181	Ephesus 	15
2182	inventor 	1
2183	course 	2
2184	daily 	1
2185	reach 	2
2186	come upon 	6
2186	come 	4
2186	stand 	3
2186	stand by 	3
2186	miscellaneous 	5
2187	Ephraim 	1
2188	ephphatha 	1
2189	enmity 	5
2189	hatred 	1
2190	enemy 	30
2190	foe 	2
2191	viper 	5
2192	have 	613
2192	be 	22
2192	need 	12
2192	miscellaneous 	63
2192	vr have 	2
2193	till 	28
2193	unto 	27
2193	until 	25
2193	to 	16
2193	till 	11
2193	miscellaneous 	41
2194	Zabulon 	3
2195	Zacchaeus 	3
2196	Zara 	1
2197	Zacharias 	11
2198	live 	117
2198	be alive 	9
2198	alive 	6
2198	quick 	4
2198	lively 	3
2198	not translated 	1
2198	miscellaneous 	2
2198	vr live 	1
2199	Zebedee 	12
2200	hot 	3
2201	pair 	1
2201	yoke 	1
2202	band 	1
2203	Jupiter 	2
2204	be fervent 	1
2204	fervent 	1
2205	zeal 	6
2205	envying 	5
2205	indignation 	2
2205	envy 	1
2205	fervent mind 	1
2205	jealousy 	1
2205	emulation 	1
2206	zealously affect 	2
2206	more with envy 	2
2206	envy 	1
2206	be zealous 	1
2206	affect 	1
2206	desire 	1
2206	covet 	1
2206	covet earnestly 	1
2206	miscellaneous 	2
2207	zealous 	5
2208	Zelotes 	2
2209	loss 	3
2209	damage 	1
2210	lose 	2
2210	suffer loss 	2
2210	be cast away 	1
2210	receive damage 	1
2211	Zenas 	1
2212	seek 	100
2212	seek for 	5
2212	go about 	4
2212	desire 	3
2212	miscellaneous 	7
2213	question 	5
2214	question 	6
2215	tares 	8
2216	Zorobabel 	3
2217	darkness 	2
2217	mist 	1
2217	blackness 	1
2218	yoke 	5
2218	pair of balances 	1
2219	leaven 	13
2220	leaven 	4
2221	catch 	1
2221	take captive 	1
2222	life 	133
2222	lifetime 	1
2223	girdle 	6
2223	purse 	2
2224	gird 	2
2225	preserve 	1
2225	live 	1
2226	beast 	23
2227	quicken 	9
2227	give life 	2
2227	make alive 	1
2228	or 	259
2228	than 	38
2228	either 	8
2228	or else 	5
2228	nor 	5
2228	not translated 	21
2228	miscellaneous 	20
2229	surely 	1
2230	be governor 	2
2231	reign 	1
2232	governor 	19
2232	ruler 	2
2232	prince 	1
2233	count 	10
2233	think 	4
2233	esteem 	3
2233	have rule over 	3
2233	be governor 	2
2233	miscellaneous 	6
2234	gladly 	3
2235	now 	37
2235	already 	17
2235	yet 	2
2235	even now 	1
2235	by this time 	1
2235	now already 	1
2236	most gladly 	1
2236	very gladly 	1
2237	pleasure 	3
2237	lust 	2
2238	mint 	2
2239	manners 	1
2240	come 	27
2241	Eli 	2
2242	Heli 	1
2243	Elias 	30
2244	stature 	5
2244	age 	3
2245	what great 	1
2245	how great 	1
2246	sun 	30
2246	east 	2
2247	nail 	2
2248	us 	148
2248	we 	25
2248	our 	2
2248	us-ward 	2
2248	not translated 	1
2249	we 	122
2249	us 	3
2249	we ourselves 	1
2250	day 	355
2250	daily 	15
2250	time 	3
2250	not translated 	2
2250	miscellaneous 	14
2251	our 	8
2251	your 	1
2252	was 	13
2252	I imprisoned + (1473) + version=kjv (5439) 	1
2252	I was + (1473) 	1
2252	should be 	1
2253	half dead 	1
2254	us 	161
2254	we 	13
2254	our 	2
2254	for us 	1
2255	half 	5
2256	half an hour 	1
2257	our 	313
2257	us 	82
2257	we 	12
2257	not translated 	1
2257	miscellaneous 	2
2258	was 	266
2258	were 	115
2258	had been 	12
2258	had 	11
2258	taught 	4
2258	stood + (2476) 	4
2258	miscellaneous 	42
2258	vr was 	1
2259	when 	2
2260	than 	1
2261	gentle 	2
2262	Er 	1
2263	quiet 	1
2264	quiet 	1
2264	Antipas 	27
2264	the Great 	11
2264	Herod Agrippa 	6
2265	Herodians 	3
2266	Herodias 	6
2267	Herodian 	1
2268	Esaias 	21
2269	Esau 	3
2270	hold (one's) peace 	2
2270	rest 	1
2270	cease 	1
2270	be quiet 	1
2271	silent 	3
2271	quietness 	1
2272	quiet 	1
2272	peaceable 	1
2273	whether 	1
2274	overcome 	2
2274	be inferior 	1
2275	diminishing 	1
2275	fault 	1
2276	worse 	1
2276	less 	1
2277	be 	2
2278	roaring 	1
2278	sounding 	1
2279	sound 	2
2279	fame 	1
2280	Thaddaeus 	2
2281	sea 	92
2282	cherish 	2
2283	Thamar 	1
2284	be amazed 	2
2284	be astonished 	2
2285	be amazed 	1
2285	be astonished + (4023) 	1
2285	wonder 	1
2286	deadly 	1
2287	deadly 	1
2288	death 	117
2288	deadly 	2
2289	put to death 	4
2289	cause to be put to death 	3
2289	kill 	2
2289	become dead 	1
2289	mortify 	1
2290	bury 	11
2291	Thara 	1
2292	be bold 	2
2292	be confident 	1
2292	confident 	1
2292	have confidence 	1
2292	boldly 	1
2293	be of good cheer 	5
2293	be of good comfort 	3
2294	courage 	1
2295	admiration 	1
2296	marvel 	29
2296	wonder 	14
2296	have in admiration 	1
2296	admire 	1
2296	marvelled 	1
2296	vr wonder 	1
2297	wonderful 	1
2298	marvellous 	5
2298	marvel 	1
2298	marvellous thing 	1
2299	goddess 	3
2300	see 	20
2300	behold 	2
2300	look 	1
2300	look upon 	1
2301	make a gazing stock 	1
2302	theatre 	2
2302	spectacle 	1
2303	brimstone 	7
2304	divine 	2
2304	Godhead 	1
2305	Godhead 	1
2306	brimstone 	1
2307	will 	62
2307	desire 	1
2307	pleasure 	1
2308	will 	1
2309	will/would 	159
2309	will/would have 	16
2309	desire 	13
2309	desirous 	3
2309	list 	3
2309	to will 	2
2309	miscellaneous 	4
2310	foundation 	16
2311	found 	2
2311	ground 	2
2311	lay the foundation 	1
2311	settle 	1
2312	taught of God 	1
2313	fight against God 	1
2314	to fight against God 	1
2315	given by inspiration of God 	1
2316	God 	1320
2316	god 	13
2316	godly 	3
2316	God-ward 	2
2316	miscellaneous 	5
2317	godliness 	1
2318	worshipper of God 	1
2319	hater of God 	1
2320	Godhead 	1
2321	Theophilus 	2
2322	household 	2
2322	healing 	2
2323	heal 	38
2323	cure 	5
2323	worship 	1
2324	servant 	1
2325	reap 	21
2326	harvest 	13
2327	reaper 	2
2328	warm (one's) self 	5
2328	be warmed 	1
2329	heat 	1
2330	summer 	3
2331	Thessalonians 	5
2331	of Thessalonica 	1
2332	Thessalonica 	5
2333	Theudas 	1
2334	see 	40
2334	behold 	11
2334	perceive 	4
2334	consider 	1
2334	look on 	1
2335	sight 	1
2336	sheath 	1
2337	give suck 	4
2337	suck 	1
2337	suckling 	1
2338	woman 	2
2338	female 	3
2339	trap 	1
2340	catch 	1
2341	fight with beasts 	1
2342	beast 	42
2342	wild beast 	3
2342	venomous beast 	1
2343	lay up 	3
2343	in store 	1
2343	lay up treasure 	1
2343	treasure up 	1
2343	heap treasure together 	1
2343	keep in store 	1
2344	treasure 	18
2345	touch 	2
2345	handle 	1
2346	trouble 	4
2346	afflict 	3
2346	narrow 	1
2346	throng 	1
2346	suffer tribulation 	1
2347	tribulation 	21
2347	affliction 	17
2347	trouble 	3
2347	anguish 	1
2347	persecution 	1
2347	burdened 	1
2347	to be afflicted 	1
2348	be dead 	10
2348	die 	1
2348	dead man 	1
2348	dead 	1
2349	mortal 	5
2349	mortality 	1
2350	make ado 	1
2350	make a noise 	1
2350	set on an uproar 	1
2350	trouble (one's) self 	1
2351	tumult 	4
2351	uproar 	3
2352	bruise 	1
2353	cattle 	1
2354	mourn 	2
2354	lament 	2
2355	lamentation 	1
2356	religion 	3
2356	worshipping 	1
2357	religious 	1
2358	cause to triumph 	1
2358	triumph over 	1
2359	hair 	15
2360	trouble 	3
2361	great drop 	1
2362	throne 	54
2362	seat 	7
2363	Thyatira 	4
2364	daughter 	29
2365	little daughter 	1
2365	young daughter 	1
2366	tempest 	1
2367	thyine 	1
2368	incense 	4
2368	odour 	2
2369	censer 	1
2370	burn incense 	1
2371	highly displeased 	1
2372	wrath 	15
2372	fierceness 	2
2372	indignation 	1
2373	be wroth 	1
2374	door 	38
2374	gate 	1
2375	shield 	1
2376	window 	2
2377	porter 	2
2377	that keeps the door 	2
2378	sacrifice 	29
2379	altar 	23
2380	kill 	8
2380	sacrifice 	3
2380	do sacrifice 	2
2380	slay 	1
2381	Thomas 	12
2382	breastplate 	5
2383	Jairus 	2
2384	Jacob 	27
2385	James (son of Zebedee) 	21
2385	James (son of Alphaeus) 	16
2385	James (brother of Jesus) 	5
2386	healing 	3
2387	Jambres 	1
2388	Janna 	1
2389	Jannes 	1
2390	heal 	26
2390	make whole 	2
2391	Jared 	1
2392	cure 	1
2392	to heal 	1
2392	healing 	1
2393	jasper 	4
2394	Jason 	5
2395	physician 	7
2396	behold 	22
2396	lo 	3
2396	look 	1
2396	see 	1
2397	countenance 	1
2398	his own 	48
2398	their own 	13
2398	privately 	8
2398	apart 	7
2398	your own 	6
2398	his 	5
2398	own 	5
2398	not translated 	1
2398	miscellaneous 	20
2399	unlearned 	3
2399	ignorant 	1
2399	rude 	1
2400	behold 	181
2400	lo 	29
2400	see 	3
2401	Idumaea 	1
2402	sweat 	1
2403	Jezebel 	1
2404	Hierapolis 	1
2405	priest's office 	1
2405	office of the priesthood 	1
2406	priesthood 	2
2407	execute the priest's office 	1
2408	Jeremias 	1
2408	Jeremy 	2
2409	priest 	31
2409	high priest 	1
2410	Jericho 	7
2411	temple 	71
2412	as becometh holiness 	1
2413	holy 	2
2414	Jerusalem 	59
2415	of Jerusalem 	2
2416	commit sacrilege 	1
2417	robber of the churches 	1
2418	minister 	1
2419	Jerusalem 	83
2420	priesthood 	4
2421	Jesse 	5
2422	Jephthae 	1
2423	Jechonias 	2
2424	Jesus 	972
2424	Jesus (Joshua) 	2
2424	Jesus (Justus) 	1
2425	many 	11
2425	much 	6
2425	worthy 	5
2425	long 	4
2425	sufficient 	3
2425	miscellaneous 	12
2426	sufficiency 	1
2427	make able 	1
2427	make meet 	1
2428	supplication 	1
2429	moisture 	1
2430	Iconium 	6
2431	cheerful 	1
2432	cheerfulness 	1
2433	be merciful 	1
2433	make reconciliation 	1
2434	propitiation 	2
2435	propitiation 	1
2435	mercyseat 	1
2436	be it far 	1
2436	merciful 	1
2437	Illyricum 	1
2438	latchet 	3
2438	thong 	1
2439	clothe 	2
2440	garment 	30
2440	raiment 	12
2440	clothes 	12
2440	cloke 	2
2440	robe 	2
2440	vesture 	2
2440	apparel 	1
2440	not translated 	1
2441	vesture 	2
2441	apparel 	2
2441	raiment 	1
2441	array 	1
2442	be affectionately desirous 	1
2443	that 	536
2443	to 	69
2443	for to 	8
2443	not translated 	1
2443	miscellaneous 	7
2444	why 	5
2444	wherefore 	1
2445	Joppa 	10
2446	Jordan 	15
2447	poison 	2
2447	rust 	1
2448	Juda 	3
2449	Judaea 	43
2449	Jewry 	2
2450	to live as do the Jews 	1
2451	Jewish 	1
2452	as do the Jews 	1
2453	Jew 	193
2453	of Judea 	1
2453	Jewess 	2
2454	Jews' religion 	2
2455	Judas (Iscariot) 	22
2455	Juda (Son of Jacob) 	7
2455	Judah (Son of Jacob)  	1
2455	Judas (Son of Jacob) 	2
2455	Judas (Brother of James) 	3
2455	Jude (Brother of James) 	1
2455	Judas Barsabas 	3
2455	Juda (Ancestors of Jesus 	2
2455	miscellaneous 	1
2456	Julia 	1
2457	Julius 	2
2458	Junia 	1
2459	Justus (of Corinth) 	1
2459	Justus (surnamed Barabbas) 	1
2459	Justus 	
2459	Justus (a fellow worker of Paul) 	1
2460	horseman 	2
2461	horseman 	1
2462	horse 	16
2463	rainbow 	2
2464	Isaac 	20
2465	equal to the angels 	1
2466	Issachar 	1
2467	know 	2
2468	be thou 	1
2468	be 	1
2468	agree 	1
2468	give thyself wholly to + (1722) 	1
2468	not translated 	1
2469	Iscariot 	11
2470	equal 	4
2470	agree together 	2
2470	as much 	1
2470	like 	1
2471	equality 	2
2471	equal 	1
2472	like precious 	1
2473	likeminded 	1
2474	Israel 	70
2475	Israel 	5
2475	Israelite 4 	
2476	stand 	116
2476	set 	11
2476	establish 	5
2476	stand still 	4
2476	stand by 	3
2476	miscellaneous 	17
2476	vr stand 	2
2477	see 	1
2478	mighty 	10
2478	strong 	9
2478	strong man 	5
2478	boisterous 	1
2478	powerful 	1
2478	valiant 	1
2479	strength 	4
2479	power 	2
2479	might 	2
2479	ability 	1
2479	mightily 	1
2479	mighty 	1
2480	can (could) 	9
2480	be able 	6
2480	avail 	3
2480	prevail 	3
2480	be whole 	2
2480	cannot 	1
2480	can do 	1
2480	may 	1
2480	miscellaneous 	3
2481	it may be 	1
2482	Italy 	5
2483	Italian 	1
2484	Ituraea 	1
2485	little fish 	1
2485	small fish 	1
2486	fish 	20
2487	step 	3
2488	Joatham 	2
2489	Joanna 	2
2490	Joanna 	1
2491	John (the Baptist) 	92
2491	John (the apostle) 	36
2491	John (Mark) 	4
2491	John (the chief priest) 	1
2492	Job 	1
2493	Joel 	1
2494	Jonan 	1
2495	Jonas (the prophet) 	9
2495	Jona (father of Peter) 	4
2496	Joram 	2
2497	Jorim 	1
2498	Josaphat 	2
2499	Jose (son of Eliezer) 	1
2500	Joses (brother of James) 	3
2500	Joses (Brother of Jesus) 	2
2500	Joses (Barnabas) 	1
2501	Joseph (husband of Mary) 	16
2501	Joseph (son of Jacob) 	9
2501	Joseph of Arimathaea 	6
2501	Joseph (son of Judas) 	1
2501	Joseph of Barsabas 	1
2501	Joseph son of Jonan 	1
2501	Joseph (son of Mattathias) 	1
2502	Josias 	2
2503	jot 	1
2504	and I 	34
2504	I also 	17
2504	so I 	4
2504	I 	4
2504	even I 	3
2504	me also 	3
2504	miscellaneous 	7
2505	as 	1
2506	destruction 	2
2506	pulling down 	1
2507	take down 	4
2507	destroy 	2
2507	put down 	1
2507	pull down 	1
2507	cast down 	1
2508	purge 	2
2509	as 	7
2509	even as 	5
2509	as well as 	1
2510	fasten on 	1
2511	cleanse 	16
2511	make clean 	5
2511	be clean 	3
2511	purge 	3
2511	purify 	3
2512	cleansing 	2
2512	purifying 	2
2512	be purged 	1
2512	purge 	1
2512	purification 	1
2513	pure 	17
2513	clean 	10
2513	clear 	1
2514	purifying 	1
2515	seat 	3
2516	sit 	6
2517	in order 	2
2517	afterward 	1
2517	after 	1
2517	by order 	1
2518	sleep 	22
2519	master 	3
2520	fit 	1
2520	convenient 	1
2521	sit 	82
2521	sit down 	3
2521	sit by 	2
2521	be set down 	1
2521	dwell 	1
2522	daily 	1
2523	sit 	26
2523	sit down 	14
2523	set 	2
2523	be set 	2
2523	be set down 	2
2523	continue 	1
2523	tarry 	1
2524	let down 	4
2525	make 	8
2525	make ruler 	6
2525	ordain 	3
2525	be 	2
2525	appoint 	1
2525	conduct 	1
2525	set 	1
2526	according to 	2
2526	as 	1
2526	inasmuch as 	1
2527	at all 	1
2528	arm 	1
2529	clearly see 	1
2530	because 	2
2530	forsomuch as 	1
2530	as 	1
2530	according as 	1
2531	as 	138
2531	even as 	36
2531	according as 	4
2531	when 	1
2531	according to 	1
2531	how 	1
2531	as well as 	1
2532	and 	8172
2532	also 	514
2532	even 	108
2532	both 	43
2532	then 	20
2532	so 	18
2532	likewise 	13
2532	not tr. 	348
2532	miscellaneous 	32
2532	vr and 	1
2533	Caiaphas 	9
2534	at least 	1
2534	also 	1
2535	Cain 	3
2536	Cainan 	2
2537	new 	44
2538	newness 	2
2539	though 	5
2539	and yet 	1
2540	time 	64
2540	season 	13
2540	opportunity 	2
2540	due time 	2
2540	always + (1722) + version=kjv (3956) 	2
2540	not translated 	1
2540	miscellaneous 	3
2541	Caesar 	30
2542	Caesarea (of Palestine) 	15
2542	Caesarea (Philippi) 	2
2543	although 	1
2544	though 	2
2544	nevertheless 	1
2545	burn 	10
2545	did burn 	1
2545	light 	1
2546	and there 	9
2546	there also 	1
2546	thither also 	1
2547	and from thence 	5
2547	and thence 	2
2547	and afterward 	1
2547	thence also 	1
2548	and he 	4
2548	and they 	3
2548	he also 	3
2548	and them 	2
2548	and the other 	2
2548	and him 	2
2548	they also 	2
2548	him also 	1
2548	miscellaneous 	4
2549	malice 	6
2549	maliciousness 	2
2549	evil 	1
2549	wickedness 	1
2549	naughtiness 	1
2550	malignity 	1
2551	curse 	2
2551	speak evil of 	2
2552	suffering affliction 	1
2553	endure hardness 	1
2553	suffer trouble 	1
2553	endure affliction 	1
2553	be afflicted 	1
2554	do evil 	3
2554	evil doing 	1
2555	evildoer 	4
2555	malefactor 	1
2556	evil 	40
2556	evil things 	3
2556	harm 	2
2556	that which is evil 	2
2556	wicked 	1
2556	ill 	1
2556	bad 	1
2556	noisome 	1
2557	malefactor 	3
2557	evil doer 1 	
2558	torment 	1
2558	suffer adversity 	1
2559	entreat evil 	2
2559	make evil affected 	1
2559	vex 	1
2559	hurt 	1
2559	harm 	1
2560	be sick 	7
2560	be diseased + (2192) 	2
2560	evil 	2
2560	grievously 	1
2560	sore 	1
2560	miserable 	1
2560	amiss 	1
2560	sick people + (2192) 	1
2561	affliction 	1
2562	stubble 	1
2563	reed 	11
2563	pen 	1
2564	call 	125
2564	bid 	16
2564	be so named 	1
2564	named 	1
2564	miscellaneous 	3
2565	good olive tree 	1
2566	very well 	1
2567	teacher of good things 	1
2568	Fair Havens 	1
2569	well doing 	1
2570	good 	83
2570	better 	7
2570	honest 	5
2570	meet 	2
2570	goodly 	2
2570	miscellaneous 	3
2571	vail 	4
2572	cover 	5
2572	hide 	3
2573	well 	30
2573	good 	2
2573	full well 	1
2573	misc. 	3
2574	camel 	6
2575	furnace 	4
2576	close 	2
2577	be wearied 	1
2577	sick 	1
2577	faint 	1
2578	bow 	4
2579	though 	4
2579	and if 	3
2579	if but 	2
2579	also if 	1
2579	at the least 	1
2579	and if so much as 	1
2579	yet 	1
2580	Cana 	4
2581	Canaanite 	2
2582	Candace 	1
2583	rule 	4
2583	line 	1
2584	Capernaum 	16
2585	corrupt 	1
2586	smoke 	13
2587	Cappadocia 	2
2588	heart 	159
2588	broken hearted 	1
2589	which knows the hearts 	2
2590	fruit 	66
2591	Carpus 	1
2592	bring forth fruit 	6
2592	bear fruit 	1
2592	be fruitful 	1
2593	fruitful 	1
2594	endure 	1
2595	mote 	6
2596	according to 	107
2596	after 	61
2596	against 	58
2596	in 	36
2596	by 	27
2596	daily 	15
2596	as 	11
2596	miscellaneous 	165
2597	come down 	41
2597	descend 	18
2597	go down 	17
2597	fall down 	1
2597	step down 	1
2597	get down 	1
2597	fall 	1
2597	vr come down 	1
2598	cast down 	2
2598	lay 	1
2599	burden 	1
2600	descent 	1
2601	bring down 	1
2601	thrust down 	1
2602	foundation 	10
2602	to conceive 	1
2603	beguile of (one's) reward 	1
2604	setter forth 	1
2605	preach 	10
2605	show 	3
2605	declare 	2
2605	teach 	1
2605	speak of 	1
2606	laugh to scorn 	3
2607	condemn 	2
2607	blame 	1
2608	break 	4
2609	bring down 	5
2609	land 	2
2609	bring 	1
2609	bring forth 	1
2609	touch 	1
2610	subdue 	1
2611	bind up 	1
2612	evident 	1
2613	condemn 	5
2614	follow after 	1
2615	bring into bondage 	2
2616	oppress 	2
2617	ashamed 	7
2617	confound 	3
2617	dishonour 	2
2617	shame 	1
2618	burn 	7
2618	burn up 	4
2618	burn utterly 	1
2619	cover 	3
2620	boast against 	1
2620	rejoice against 	1
2620	glory 	1
2620	boast 	1
2621	lie 	6
2621	sit at meat 	3
2621	keep 	1
2621	sat down 	1
2622	break 	2
2623	shut up 	2
2624	divide by lot 	1
2625	sit down 	1
2625	sit at meat 	1
2625	make sit down 	1
2626	overflow 	1
2627	flood 	4
2628	follow after 	1
2628	follow 	1
2629	cut 	1
2630	cast down headlong 	1
2631	condemnation 	3
2632	condemn 	17
2632	damn 	2
2633	condemnation 	1
2633	condemn 	1
2634	exercise dominion over 	1
2634	overcome 	1
2634	be lord over 	1
2634	exercise lordship over 	1
2635	speak evil of 	4
2635	speak against 	1
2636	backbiting 	1
2636	evil speaking 	1
2637	backbiter 	1
2638	take 	3
2638	apprehend 	3
2638	comprehend 	2
2638	come upon 	1
2638	attain 	1
2638	find 	1
2638	overtake 	1
2638	obtain 	1
2639	take into the number 	1
2640	remnant 	1
2641	leave 	22
2641	forsake 	2
2641	reserve 	1
2642	stone 	1
2643	reconciliation 	2
2643	atonement 	1
2643	reconciling 	1
2644	reconcile 	6
2645	residue 	1
2646	guest chamber 	2
2646	inn 1 	
2647	destroy 	9
2647	throw down 	3
2647	lodge 	1
2647	guest 	1
2647	come to nought 	1
2647	overthrow 	1
2647	dissolve 	1
2648	consider 	1
2649	witness against 	4
2650	abode 	1
2651	alone 	2
2652	curse 	1
2653	curse 	1
2654	consume 	1
2655	be burdensome 	2
2655	be chargeable 	1
2656	beckon 	1
2657	consider 	7
2657	behold 	4
2657	perceive 	2
2657	discover 	1
2658	come 	11
2658	attain 	2
2659	slumber 	1
2660	prick 	1
2661	count worthy 	2
2661	account worthy 	2
2662	tread underfoot 	2
2662	trample 	1
2662	tread down 	1
2662	tread 	1
2663	rest 	9
2664	restrain 	1
2664	rest 	1
2664	give rest 	1
2664	cease 	1
2665	veil 	6
2666	swallow 	4
2666	drown 	1
2666	devour 	1
2667	fall 	1
2667	fall down 	1
2668	arrive 	1
2669	oppress 	1
2669	vex 	1
2670	sink 	1
2670	drown 	1
2671	curse 	3
2671	cursing 	2
2671	cursed 	1
2672	curse 	6
2673	destroy 	5
2673	do away 	3
2673	abolish 	3
2673	cumber 	1
2673	loose 	1
2673	cease 	1
2673	fall 	1
2673	deliver 	1
2673	miscellaneous 	11
2674	number 	1
2675	perfect 	2
2675	make perfect 	2
2675	mend 	2
2675	be perfect 	2
2675	fit 	1
2675	frame 	1
2675	prepare 	1
2675	restore 	1
2675	perfectly joined together 	1
2676	perfection 	1
2677	perfecting 	1
2678	beckon 	4
2679	ruin 	1
2679	dig down 	1
2680	prepare 	6
2680	build 	3
2680	make 	1
2680	ordain 	1
2681	lodge 	3
2681	rest 	1
2682	nest 	2
2683	shadow 	1
2684	spy out 	1
2685	spy 	1
2686	deal subtilly with 1 	
2687	appease 	1
2687	quiet 	1
2688	behaviour 	1
2689	apparel 	1
2690	overthrow 	2
2691	begin to wax wanton against 	1
2692	subverting 	1
2692	overthrow 	1
2693	overthrow 	1
2694	hale 	1
2695	slay 	1
2696	seal 	1
2697	possession 	2
2698	lay 	1
2698	show 	1
2698	do 	1
2699	concision 	1
2700	thrust through 	1
2701	run down 	1
2702	fall 	1
2702	sink down 	1
2702	give 	1
2703	flee 	2
2704	corrupt 	1
2704	utterly perish 	1
2705	kiss 	6
2706	despise 	9
2707	despiser 	1
