Strong	Word	Count
758	chief 	2
758	magistrate 	1
758	chief ruler 	1
759	spices 	3
759	sweet spices 	1
760	Asa 	2
761	unmoveable 	1
761	which cannot be moved 	1
762	unquenchable 	2
762	never shall be quenched 	2
763	ungodliness 	4
763	ungodly 	2
764	live ungodly 	1
764	commit ungodly 	1
765	ungodly 	8
765	ungodly men 	1
766	lasciviousness 	6
766	wantonness 	2
766	filthy 	1
767	mean 	1
768	Aser 	2
769	infirmity 	17
769	weakness 	5
769	disease 	1
769	sickness 	1
769	sickness 	1
770	be weak 	12
770	be sick 	10
770	sick 	7
770	weak 	3
770	impotent man 	1
770	be diseased 	1
770	be made weak 	1
771	infirmity 	1
772	weak 	12
772	sick 	6
772	weakness 	2
772	weaker 	1
772	weak things 	1
772	impotent 	1
772	more feeble 	1
772	without strength 	1
773	Asia 	19
774	of Asia 	1
775	chief of Asia 	1
776	abstinence 	1
777	fasting 	1
778	exercise 	1
779	bottle 	12
780	gladly 	2
781	fool 	1
782	salute 	42
782	greet 	15
782	embrace 	2
782	take leave 	1
783	salutation 	7
783	greeting 	3
784	without spot 	3
784	unspotted 1 	
785	asp 	1
786	implacable 	1
786	trucebreakers 	1
787	farthing 	2
788	close 	1
789	Assos 	2
790	have no certain dwelling place 	1
791	fair 	1
791	proper 	1
792	star 	24
793	unstable 	2
794	without natural affection 	2
795	err 	2
795	swerve 	1
796	lightning 	8
796	light shining 	1
797	lighten 	1
797	shine 	1
798	star 	4
799	Asyncritus 	1
800	agreed not 	1
801	without understanding 	3
801	foolish 	2
802	covenant breaker 	1
803	safety 	2
803	certainty 	1
804	certainty 	2
804	certain 	1
804	safe 	1
804	sure 	1
805	make sure 	3
805	make fast 	1
806	safely 	2
806	assuredly 	1
807	behave (one's) self uncomely 	1
807	behave (one's) self unseemly 	1
808	that which is unseemly 	1
808	shame 	1
809	uncomely 	1
810	riot 	2
810	excess 	1
811	riotous 	1
812	behave (one's) self disorderly 	1
813	unruly 	1
814	disorderly 	2
815	without children 	2
815	childless 	1
816	look steadfastly 	2
816	behold steadfastly 	2
816	fasten (one's) eyes 	2
816	look earnestly on 	1
816	look earnestly upon 	1
816	look up steadfastly 	1
816	behold earnestly 	1
816	miscellaneous 	4
817	in the absence of 	1
817	without 	1
818	dishonour 	3
818	entreat shamefully 	1
818	suffer shame 	1
818	despise 	1
819	dishonour 	4
819	vile 	1
819	shame 	1
819	reproach 	1
820	without honour 	2
820	despised 	1
820	less honourable 	1
821	handle shamefully 	1
822	vapour 	2
823	moment 	1
824	amiss 	1
824	harm 	1
824	unreasonable 	1
825	Attalia 	1
826	shine 	1
827	break of day 	1
828	Augustus 	1
829	self-willed 	2
830	willing of (one's) self 	2
831	usurp authority over 	1
832	pipe 	3
833	palace 	7
833	hall 	2
833	sheepfold 	1
833	fold 	1
833	court 	1
834	minstrel 	1
834	piper 	1
835	lodge 	1
835	abide 	1
836	pipe 	1
837	grow 	12
837	increase 	7
837	give the increase 	2
837	grow up 	1
838	increase 	2
839	to morrow 	9
839	morrow 	5
839	next day 	1
840	austere 	2
841	sufficiency 	1
841	contentment 	1
842	content 	1
843	condemned 	1
844	of (one's) self 	1
844	of (one's) own accord 	1
845	eyewitness 	1
846	him 	1947
846	them 	1148
846	her 	195
846	it 	152
846	not tr. 	36
846	miscellaneous 	1676
847	there 	3
847	here 	1
848	himself 	3
848	themself 	1
848	them 	1
849	with (one's) own hands 	1
850	dark 	1
851	take away 	7
851	cut off 	2
851	smite off 	1
852	that is not manifest 	1
853	corrupt 	2
853	disfigure 	1
853	perish 	1
853	vanish away 	1
854	vanish away 	1
855	vanish out of sight 	1
856	draught 	2
857	neglecting 	1
858	singleness 	1
859	remission 	9
859	forgiveness 	6
859	deliverance 	1
859	liberty 	1
860	joint 	2
861	incorruption 	4
861	immortality 	2
861	sincerity 	2
862	incorruptible 	4
862	uncorruptible 	1
862	immortal 	1
862	not corruptible 	1
863	leave 	52
863	forgive 	47
863	suffer 	14
863	let 	8
863	forsake 	6
863	let alone 	6
863	miscellaneous 	13
864	come abroad 	1
865	despiser of those that are good 	1
866	not covetous 	1
866	without covetousness 	1
867	departing 	1
868	depart 	10
868	draw away 	1
868	fall away 	1
868	refrain 	1
868	withdraw self 	1
868	depart from 	1
869	suddenly 	3
870	without fear 	4
871	make like 	1
872	look 	1
873	separate 	8
873	divide 	1
873	sever 	1
874	occasion 	7
875	foam 	2
876	the (one) foameth again 	1
877	foolishly 	2
877	foolishness 	1
877	folly 	1
878	fool 	8
878	foolish 	2
878	unwise 	1
879	fall asleep 	1
880	dumb 	3
880	without signification 	1
881	Achaz 	2
882	Achaia 	11
883	Achaicus 	2
884	unthankful 	2
885	Achim 	2
886	made without hands 	2
886	not made with hands 	1
887	mist 	1
888	unprofitable 	2
889	become unprofitable 	1
890	unprofitable 	1
891	until 	14
891	unto 	13
891	till 	3
891	till + (3739) + version=kjv (302) 	3
891	until + (3739) 	2
891	while + (3739) 	2
891	even to 	2
891	miscellaneous 	7
892	chaff 	2
893		1
894	wormwood 	2
895	without life 	1
896	Baal 	1
897	Babylon 	12
898	degree 	1
899	depth 	5
899	deep 	1
899	deep 	1
899	deepness 	1
899	deep thing 	1
900	dig deep 	1
901	deep 	2
901	very early in the morning 	1
902	branch 	1
903	Balaam 	3
904	Balac 	1
905	purse 	3
905	bag 	1
906	cast 	86
906	put 	13
906	thrust 	5
906	cast out 	4
906	lay 	3
906	lie 	2
906	miscellaneous 	12
907	baptize 	76
907	wash 	2
907	baptist 	1
907	baptized 	1
908	baptism 	22
909	washing 	3
909	baptism 	1
910	Baptist 	14
911	dip 	3
912	Barabbas 	11
913	Barak 	1
914	Barachias 	1
915	barbarian 	5
915	barbarous 	1
916	be heavy 	3
916	be pressed 	1
916	be burdened 	1
916	be charged 	1
917	dully 	2
918	Bartholomew 	4
919	Barjesus 	1
920	Barjona 	1
921	Barnabas 	29
922	burden 	4
922	burdensome 	1
922	weight 	1
923	Joseph 	1
923	Judas 	1
924	Bartimaeus 	1
925	be overcharged 	1
926	grievous 	3
926	heavy 	1
926	weighty 	1
926	weighter 	1
927	very precious 	1
928	torment 	8
928	pain 	1
928	toss 	1
928	vex 	1
928	toil 	1
929	torment 	6
930	tormentor 	1
931	torment 	3
932	kingdom (of God) 	71
932	kingdom (of heaven) 	32
932	kingdom (general or evil) 	20
932	(Thy or Thine) kingdom 	6
932	His kingdom 	6
932	the kingdom 	5
932	(My) kingdom 	4
932	miscellaneous 	18
933	king's court 	1
934	royal 	1
935	king 	82
935	King (of Jews) 	21
935	King (God or Christ) 	11
935	King (of Israel) 	4
936	reign 	20
936	king 	1
936	king 	1
937	nobleman 	2
937	royal 	2
937	king's country 	1
938	queen 	4
939	foot (sole of) 	1
940	bewitch 	1
941	bear 	23
941	carry 	3
941	take up 	1
942	bush 	4
942	bramble bush 	1
943	measure 	1
944	frog 	1
945	use vain repetitions 	1
946	abomination 	6
947	abominable 	1
948	abhor 	1
948	abominable 	1
949	stedfast 	4
949	sure 	2
949	firm 	1
949	of force 	1
949	more sure 	1
950	confirm 	5
950	establish 	2
950	stablish 	1
950	stablish 	1
951	confirmation 	2
952	profane 	4
952	profane person 	1
953	profane 	2
954	Beelzebub 	7
955	Belial 	1
956	dart 	1
957	very well 	1
958	Benjamin 	4
959	Bernice 	3
960	Berea 	2
961	of Berea 	1
962	Bethabara 	1
963	Bethany 	11
964	Bethesda 	1
965	Bethlehem 	8
966	Bethsaida 	7
967	Bethphage 	3
968	judgment seat 	10
968	throne 	1
968	to set (one's) foot on 	1
969	beryl 	1
970	violence 	4
971	suffer violence 	1
971	press 	1
972	mighty 	1
973	violent 	1
974	little book 	4
975	book 	29
975	bill 	1
975	scroll 	1
975	writing 	1
976	book 	13
977	eat 	1
978	Bithynia 	2
979	life 	5
979	living 	5
979	good 	1
980	live 	1
981	manner of life 	1
982	things pertaining to this life 	1
982	things that pertain to this life 	1
982	of this life 	1
983	hurtful 	1
984	hurt 	2
985	spring up 	2
985	bud 	1
985	bring forth 	1
986	Blastus 	1
987	blaspheme 	17
987	speak evil of 	10
987	rail on 	2
987	blasphemer 	1
987	speak blasphemy 	1
987	blasphemously 	1
987	miscellaneous 	3
988	blasphemy 	16
988	railing 	2
988	evil speaking 	1
989	blasphemous 	2
989	blasphemer 	2
989	railing 	1
990	seeing 	1
991	see 	90
991	take heed 	12
991	behold 	10
991	beware 	4
991	look on 	4
991	look 	3
991	beware of 	3
991	miscellaneous 	9
992	must be put 	2
993	Boanerges 	1
994	cry 	11
995	cry 	1
996	help 	2
997	help 	6
997	succour 	2
998	helper 	1
999	ditch 	2
1000	cast 	1
1001	sound 	2
1002	dart 	1
1003	Booz 	3
1004	mire 	1
1005	north 	2
1006	feed 	8
1006	keep 	1
1007	Bosor 	1
1008	herb 	1
1009	cluster of the vine 	1
1010	counsellor 	2
1011	consult 	2
1011	be minded 	2
1011	purpose 	2
1011	determine 	1
1011	take counsel 	1
1012	counsel 	10
1012	will 	1
1012	advise 	1
1013	purpose 	1
1013	will 	1
1014	will 	15
1014	would 	11
1014	be minded 	2
1014	intend 	2
1014	be disposed 	1
1014	be willing 	1
1014	list 	1
1014	of his own will 	1
1015	hill 	2
1016	ox 	8
1017	prize 	2
1018	rule 	1
1019	tarry 	1
1019	be slack 	1
1020	sail slowly 	1
1021	slow 	3
1022	slackness 	1
1023	arm 	3
1024	a little 	4
1024	a little space 	1
1024	a little while 	1
1024	few words 	1
1025	babe 	5
1025	child 	1
1025	infant 	1
1025	young child 	1
1026	rain 	3
1026	wash 	2
1026	rain 	1
1027	thunder 	8
1027	thundering 	4
1028	rain 	2
1029	snare 	1
1030	gnashing 	7
1031	gnash 	1
1032	send forth 	1
1033	meat 	16
1033	victual 	1
1034	meat 	1
1035	meat 	6
1035	rust 	2
1035	morsel of meat 	1
1035	eating 	1
1035	food 	1
1036	begin to sink 	1
1036	drown 	1
1037	deep 	1
1038	tanner 	3
1039	fine linen 	4
1040	fine linen 	2
1041	altar 	1
1042	Gabbatha 	1
1043	Gabriel 	2
1044	canker 	1
1045	Gad 	1
1046	Gadarenes 	3
1047	treasure 	1
1048	Gaza 	1
1049	treasury 	5
1050	Gaius (of Corinth) 	2
1050	Gaius (of Macedonia) 	1
1050	Gaius (of Derbe) 	1
1050	Gaius (a Christian) 	1
1051	milk 	5
1052	Galatians 	2
1053	Galatia 	4
1054	of Galatia 	2
1055	calm 	3
1056	Galilee 	63
1057	Galilaean 	8
1057	of Galilee 	3
1058	Gallio 	3
1059	Gamaliel 	2
1060	marry 	24
1060	married 	3
1060	marry a wife 	2
1060	marry a wife 	2
1061	give in marriage 	1
1062	marriage 	9
1062	wedding 	7
1063	for 	1027
1063	miscellaneous 	28
1063	not translated 	12
1064	be with child + (1722) + version=kjv (2192) 	5
1064	with child + (1722) + (2192) 	2
1064	womb 	1
1064	belly 	1
1065	yet 	2
1065	at least 	1
1065	beside 	1
1065	doubtless 	1
1065	not translated 	4
1066	Gedeon 	1
1067	hell 	9
1067	hell fire + (3588) + version=kjv (4442) 	3
1068	Gethsemane 	2
1069	neighbour 	4
1070	laugh 	2
1071	laughter 	1
1072	fill 	7
1072	be full 	1
1072	fill ... fill 	1
1073	full 	8
1073	be full 	3
1074	generation 	37
1074	time 	2
1074	age 	2
1074	nation 	1
1075	count (one's) descent 	1
1076	genealogy 	2
1077	birthday 	2
1078	generation 	1
1078	natural 	1
1078	nature 	1
1079	birth 	1
1080	begat 	49
1080	be born 	39
1080	bear 	2
1080	gender 	2
1080	bring forth 	1
1080	be delivered 	1
1080	miscellaneous 	3
1081	fruit 	5
1081	generation 	4
1082	Gennesaret 	3
1083	birth 	2
1084	that is born 	2
1085	kind 	5
1085	kindred 	3
1085	offspring 	3
1085	nation 	2
1085	stock 	2
1085	born 	2
1085	diversity 	1
1085	misc. 	3
1086	Gergesenes 	1
1087	senate 	1
1088	old 	1
1089	taste 	12
1089	eat 	3
1090	dress 	1
1091	husbandry 	1
1092	husbandman 	19
1093	earth 	188
1093	land 	42
1093	ground 	18
1093	country 	2
1093	world 	1
1093	earthly + (1537) + version=kjv (3588) 	1
1094	old age 	1
1095	be old 	1
1095	wax old 	1
1096	be 	255
1096	come to pass 	82
1096	be made 	69
1096	be done 	63
1096	come 	52
1096	become 	47
1096	God forbid 	15
1096	arise 	13
1096	have 	5
1096	be fulfilled 	3
1096	be married to 	3
1096	be preferred 	3
1096	not translated 	14
1096	miscellaneous 	4
1096	vr done 	2
1097	know 	196
1097	perceive 	9
1097	understand 	8
1097	miscellaneous 	10
1098	new wine 	1
1099	sweet 	3
1099	fresh 	1
1100	tongue 	50
1101	bag 	2
1102	fuller 	1
1103	own 	2
1103	sincerely 	1
1103	true 	1
1104	naturally 	1
1105	blackness 	1
1106	judgment 	3
1106	mind 	2
1106	purpose 	1
1106	advice 	1
1106	will 	1
1106	agree + (4160) + (3391) 	1
1107	make known 	16
1107	declare 	4
1107	certify 	1
1107	give to understand 	1
1107	do to wit 	1
1107	wot 	1
1108	knowledge 	28
1108	science 	1
1109	expert 	1
1110	known 	12
1110	acquaintance 	2
1110	notable 	1
1111	murmur 	8
1112	murmuring 	3
1112	grudging 	1
1113	murmurer 	1
1114	seducer 	1
1115	Golgotha 	3
1116	Gomorrha 	5
1117	merchandise 	2
1117	burden 	1
1118	parents 	19
1119	knee 	7
1119	kneel + (5087) + version=kjv (3588) 	5
1120	kneel down to 	2
1120	bow the knee 	1
1120	kneel to 	1
1121	letter 	9
1121	bill 	2
1121	writing 	1
1121	learning 	1
1121	scripture 	1
1121	written 	1
1122	scribe 	66
1122	townclerk 	1
1123	written 	1
1124	scripture 	51
1125	write 	206
1125	writing 	1
1125	describe 	1
1125	vr write 	1
1126	old wife 	1
1127	watch 	21
1127	wake 	1
1127	be vigilant 	1
1128	exercise 	4
1129	exercise 	1
1130	be naked 	1
1131	naked 	14
1131	bare 	1
1132	nakedness 	3
1133	silly woman 	1
1134	wife 	1
1135	women 	129
1135	wife 	92
1136	Gog 	1
1137	corner 	8
1137	quarter 	1
1137	quarter 	1
1138	David 	59
1139	possessed with devils 	4
1139	possessed with the devil 	3
1139	of the devils 	2
1139	vexed with a devil 	1
1139	possessed with a devil 	1
1139	have a devil 	1
1140	devil 	59
1140	god 	1
1141	devilish 	1
1142	devils 	4
1142	devil 	1
1143	bite 	1
1144	tear 	11
1145	weep 	1
1146	ring 	1
1147	finger 	8
1148	Dalmanutha 	1
1149	Dalmatia 	1
1150	tame 	4
1151	heifer 	1
1152	Damaris 	1
1153	Damascenes 	1
1154	Damascus 	15
1155	lend 	3
1155	borrow 	1
1156	debt 	1
1157	creditor 	1
1158	Daniel 	2
1159	spend 	3
1159	be at charges with 	1
1159	consume 	1
1160	cost 	1
1161	but 	1237
1161	and 	934
1161	now 	166
1161	then 	132
1161	also 	18
1161	yet 	16
1161	yea 	13
1161	so 	13
1161	moreover 	13
1161	nevertheless 	11
1161	for 	4
1161	even 	3
1161	miscellaneous 	10
1161	not translated 	300
1162	prayer 	12
1162	supplication 	6
1162	request 	1
1163	must 	58
1163	ought 	31
1163	must needs 	5
1163	should 	4
1163	miscellaneous 	7
1163	vr ought 	1
1164	example 	1
1165	make a show 	1
1166	show 	31
1167	fear 	1
1168	be afraid 	1
1169	fearful 	3
1170	such a man 	1
1171	grievously 	1
1171	vehemently 	1
1172	sup 	3
1172	supper 	1
1173	supper 	13
1173	feast 	3
1174	too superstitious 	1
1175	superstition 	1
1176	ten 	24
1176	eighteen + (2532) + version=kjv (3638) 	3
1177	twelve 	2
1178	fifteen 	3
1179	Decapolis 	3
1180	fourteen 	5
1181	tithe 	2
1181	tenth part 	1
1181	tenth 	1
1182	tenth 	3
1183	receive tithes 	1
1183	pay tithes 	1
1184	accepted 	3
1184	acceptable 	2
1185	entice 	1
1185	beguile 	1
1185	allure 	1
1186	tree 	26
1187	spearmen 	1
1188	right hand 	39
1188	right 	12
1188	right side 	2
1189	pray 	12
1189	beseech 	9
1189	make request 	1
1190	of Derbe 	1
1191	Derbe 	3
1192	skin 	1
1193	leathern 	1
1193	of a skin 	1
1194	beat 	12
1194	smite 	3
1195	bind 	2
1196	bind 	1
1197	bundle 	1
1198	prisoner 	14
1198	be in bonds 	1
1198	in bonds 	1
1199	bond 	15
1199	band 	3
1199	string 	1
1199	chain 	1
1200	keeper of the prison 	2
1200	jailor 	1
1201	prison 	4
1202	prisoner 	2
1203	Lord 	5
1203	master 	5
1204	come 	6
1204	come hither 	2
1204	hitherto + (891) + version=kjv (3588) 	1
1205	come 	12
1205	follow 	1
1206	next day 	1
1207	second after the first 	1
1208	second 	34
1208	the second time 	4
1208	again + (1537) 	2
1208	again 	1
1208	secondarily 	1
1208	afterward 	1
1209	receive 	52
1209	take 	4
1209	accept 	2
1209	take up 	1
1210	bind 	37
1210	tie 	4
1210	knit 	1
1210	be in bonds 	1
1210	wind 	1
1211	also 	1
1211	now 	1
1211	and 	1
1211	therefore 	1
1211	doubtless 	1
1211	not translated 	1
1212	bewray 	1
1212	manifest 	1
1212	evident 	1
1212	certain 	1
1213	declare 	3
1213	signify 	3
1213	show 	1
1214	Demas 	3
1215	make an oration 	1
1216	Demetrius 	3
1217	maker 	1
1218	people 	4
1219	common 	1
1219	openly 	1
1219	publicly 	2
1220	penny 	9
1220	pence 	5
1220	pennyworth 	2
1221	whatsoever 	1
1222	verily 	1
1223	by 	241
1223	through 	88
1223	with 	16
1223	for 	58
1223	for ... sake 	47
1223	therefore 	44
1223	for this cause + (5124) 	14
1223	because 	52
1223	miscellaneous 	86
1224	pass 	1
1224	come over 	1
1224	pass through 	1
1225	accuse 	1
1226	affirm 	1
1226	affirm constantly 	1
1227	see clearly 	2
1228	devil 	35
1228	false accuser 	2
1228	slanderer 	1
1229	preach 	1
1229	signify 	1
1229	declare 	1
1230	be past 	1
1230	after 	1
1230	be spent 	1
1231	enquire 	1
1231	know the uttermost 	1
1232	make known abroad 	1
1233	hearing 	1
1234	murmur 	2
1235	be awake 	1
1236	lead a life 	1
1236	living 	1
1237	come after 	1
1238	crown 	3
1239	distribute 	2
1239	make distribution 	1
1239	divide 	1
1239	give 	1
1240	come into (one's) room 	1
1241	gird 	3
1242	covenant 	20
1242	testament 	13
1243	diversity 	2
1243	difference 	1
1243	difference 	1
1244	divide 	2
1245	throughly purged 	2
1246	convince 	1
1247	minister unto 	15
1247	serve 	10
1247	minister 	7
1247	miscellaneous 	5
1248	ministry 	16
1248	ministration 	6
1248	ministering 	3
1248	miscellaneous 	9
1249	minister 	20
1249	servant 	8
1249	deacon 	3
1250	two hundred 	8
1251	hear 	1
1252	doubt 	5
1252	judge 	3
1252	discern 	2
1252	contend 	2
1252	waver 	2
1252	miscellaneous 	5
1253	discerning 	1
1253	discern 	1
1253	disputation 	1
1254	forbid 	1
1255	noise abroad 	1
1255	commune 	1
1256	dispute 	6
1256	reason with 	2
1256	reason 	2
1256	preach unto 	1
1256	preach 	1
1256	speak 	1
1257	cease 	1
1258	tongue 	5
1258	language 	1
1259	reconcile 	1
1260	reason 	11
1260	dispute 	1
1260	cast in the mind 	1
1260	muse 	1
1260	think 	1
1260	consider 	1
1261	thought 	9
1261	reasoning 	1
1261	imagination 	1
1261	doubtful 	1
1261	disputing 	1
1261	doubting 	1
1262	scatter 	1
1263	testify 	11
1263	charge 	3
1263	witness 	1
1264	strive 	1
1265	continue 	3
1265	remain 	2
1266	part 	6
1266	divide 	5
1266	cloven 	1
1267	division 	1
1268	spread 	1
1269	beckoned 	1
1270	thought 	1
1271	mind 	9
1271	understanding 	3
1271	imagination 	1
1272	open 	8
1273	continued all night 	1
1274	finish 	1
1275	always 	5
1275	continually 	2
1276	pass over 	3
1276	go over 	1
1276	pass 	1
1276	sail over 	1
1277	sail over 	1
1278	grieve 	2
1279	go through 	3
1279	pass by 	1
1279	in (one's) journey 	1
1280	doubt 	2
1280	be perplexed 	1
1280	be much perplexed 	1
1280	be in doubt 	1
1281	gain by trading 	1
1282	be cut to the heart 	1
1282	be cut 	1
1283	spoil 	4
1284	rend 	3
1284	break 	2
1285	tell unto 	1
1286	do violence to 	1
1287	straw 	2
1287	scatter abroad 	2
1287	scatter 	2
1287	waste 	2
1287	disperse 	1
1288	pluck asunder 	1
1288	pull in pieces 	1
1289	scatter abroad 	3
1290	dispersed 	1
1290	scatter abroad 	1
1290	scattered 	1
1291	charge 	6
1291	give commandment 	1
1291	be commanded 	1
1292	space 	1
1293	difference 	2
1293	distinction 	1
1294	perverse 	4
1294	pervert 	2
1294	turn away 	1
1295	escape 	2
1295	save 	2
1295	make perfectly whole 	1
1295	escape safe 	1
1295	bring safe 	1
1295	heal 	1
1296	disposition 	1
1296	ordinance 	1
1297	commandment 	1
1298	trouble 	1
1299	command 	7
1299	appoint 	4
1299	ordain 	3
1299	set in order 	1
1299	give order 	1
1300	continue 	1
1301	keep 	2
1302	why 	23
1302	wherefore 	4
1303	make 	3
1303	testator 	2
1303	appoint 	2
1304	abide 	5
1304	tarry 	2
1304	continue 	2
1304	be 	1
1305	food 	1
1306	dawn 	1
1307	transparent 	1
1308	be better 	3
1308	be of more value 	2
1308	differ from 	2
1308	should carry 	1
1308	publish 	1
1308	drive up and down 	1
1308	miscellaneous 	3
1309	escape 	1
1310	spread abroad (one's) fame 	1
1310	be commonly reported 	1
1310	blaze abroad 	1
1311	destroy 	3
1311	corrupt 	2
1311	perish 	1
1312	corruption 	6
1313	more excellent 	2
1313	differing 	1
1313	divers 	1
1314	keep 	1
1315	slay 	1
1315	kill 	1
1316	depart 	1
1317	apt to teach 	2
1318	which (one) teacheth 	2
1318	taught 	1
1319	doctrine 	19
1319	teaching 	1
1319	learning 	1
1320	Master (Jesus) 	40
1320	teacher 	10
1320	master 	7
1320	doctor 	1
1321	teach 	93
1321	taught 	4
1322	doctrine 	29
1322	has been taught 	1
1323	tribute 	1
1323	tribute money 	1
1324	Didymus 	3
1325	give 	365
1325	grant 	10
1325	put 	5
1325	show 	4
1325	deliver 	2
1325	make 	2
1325	miscellaneous 	25
1326	awake 	2
1326	arise 	2
1326	stir up 	2
1326	raise 	1
1327	highway + (3598) + version=kjv (3588) 	1
1328	interpreter 	1
1329	interpret 	4
1329	by interpretation 	1
1329	expound 	1
1330	pass 	8
1330	pass through 	7
1330	go 	7
1330	go over 	3
1330	go through 	2
1330	walk 	2
1330	miscellaneous 	13
1330	vr to go 	1
1331	make enquiry for 	1
1332	two years old 	1
1333	two years 	2
1334	tell 	4
1334	declare 	3
1334	show 	1
1335	declaration 	1
1336	continually 	2
1336	for ever + (1519) 	2
1337	where two seas meet 	1
1338	pierce 	1
1339	the space of ... after 	1
1339	go further 	1
1339	be parted 	1
1340	confidently affirm 	1
1340	constantly affirm 	1
1341	righteous judgment 	1
1342	righteous 	41
1342	just 	33
1342	right 	5
1342	meet 	2
1343	righteousness 	92
1344	justify 	37
1344	be freed 	1
1344	be righteous 	1
1344	justifier 	1
1345	righteousness 	4
1345	ordinance 	3
1345	judgment 	2
1345	justification 	1
1346	justly 	2
1346	righteously 	2
1346	to righteousness 	1
1347	justification 	2
1348	judge 	3
1349	vengeance 	2
1349	judgment 	1
1349	punish 	1
1350	net 	12
1351	doubletongued 	1
1352	wherefore 	41
1352	therefore 	10
1352	for which cause 	2
1353	go throughout 	1
1353	pass through 	1
1354	Dionysius 	1
1355	wherefore 	3
1356	which fell down from Jupiter 	1
1357	reformation 	1
1358	break through 	2
1358	be broken up 	1
1358	be broken through 	1
1359	Castor and Pollux 	1
1360	because 	10
1360	for 	8
1360	because that 	3
1360	therefore 	1
1361	Diotrephes 	1
1362	double 	3
1362	twofold more 	1
1363	double 	1
1364	twice 	4
1364	again 	2
1365	doubt 	2
1366	twoedged 	2
1366	with two edges 	1
1367	two thousand 	1
1368	strain at 	1
1369	to set at variance 	1
1370	division 	2
1370	sedition 	1
1371	cut sunder 	1
1371	cut in asunder 	1
1372	thirst 	10
1372	be thirsty 	3
1372	be athirst 	3
1373	thirst 	1
1374	double minded 	2
1375	persecution 	10
1376	persecutor 	1
1377	persecute 	28
1377	follow after 	6
1377	follow 	4
1377	suffer persecution 	3
1377	miscellaneous 	3
1378	decree 	3
1378	ordinance 	2
1379	be subject to ordinances 	1
1380	think 	33
1380	seem 	13
1380	suppose 	7
1380	seem good 	3
1380	please 	2
1380	miscellaneous 	5
1381	prove 	10
1381	try 	4
1381	approve 	3
1381	discern 	2
1381	allow 	2
1381	like 	1
1381	examine 	1
1382	proof 	3
1382	experience 	2
1382	trial 	1
1382	experiment 	1
1383	trying 	1
1383	trial 	1
1384	approved 	6
1384	tried 	1
1385	beam 	6
1386	deceitful 	1
1387	use deceit 	1
1388	guile 	7
1388	subtilty 	2
1388	deceit 	2
1388	craft 	1
1389	handle ... deceitfully 	1
1390	gift 	4
1391	glory 	145
1391	glorious 	10
1391	honour 	6
1391	praise 	4
1391	dignity 	2
1391	worship 	1
1392	glorify 	54
1392	honour 	3
1392	have glory 	2
1392	magnify 	1
1392	make glorious 	1
1392	full of glory 	1
1393	Dorcas 	2
1394	giving 	1
1394	gift 	1
1395	giver 	1
1396	bring into subjection 	1
1397	bondage 	5
1398	serve 	18
1398	be in bondage 	4
1398	do service 	3
1399	handmaiden 	2
1399	handmaid 	1
1401	servant 	120
1401	bond 	6
1401	bondman 	1
1402	become servant 	2
1402	bring into bondage 	2
1402	be under bondage 	1
1402	given 	1
1402	make servant 	1
1402	in bondage 	1
1403	feast 	2
1404	dragon 	13
1405	take 	1
1406	piece 	2
1406	piece of silver 	1
1407	sickle 	8
1408	course 	3
1409	Drusilla 	1
1410	can (could) 	100
1410	cannot 	45
1410	be able 	37
1410	may (might) 	18
1410	able 	3
1410	miscellaneous 	7
1411	power 	77
1411	mighty work 	11
1411	strength 	7
1411	miracle 	7
1411	might 	4
1411	virtue 	3
1411	mighty 	2
1411	miscellaneous 	9
1412	strengthen 	1
1413	mighty 	1
1413	of great authority 	1
1413	Potentate 	1
1414	be mighty 	1
1415	possible 	13
1415	able 	10
1415	mighty 	6
1415	strong 	3
1415	could 	1
1415	power 	1
1415	mighty man 	1
1416	set 	2
1417	two 	122
1417	twain 	10
1417	both 	2
1417	two and two 	1
1418	hard or 	
1418	always used as a word 	
1419	grievous to be borne 	2
1420	bloody flux 	1
1421	hard to be uttered 	1
1422	hard 	1
1423	hardly 	3
1424	west 	5
1425	hard to be understood 	1
1426	evil report 	1
1427	twelve 	72
1428	twelfth 	1
1429	twelve tribes 	1
1430	house top 	7
1431	gift 	11
1432	freely 	6
1432	without a cause 	1
1432	in vain 	1
1432	for nought 	1
1433	give 	3
1434	gift 	2
1435	gift 	18
1435	offering 	1
1436	alone 	2
1437	if 	200
1437	whosoever 	14
1437	whatsoever + (3739) 	16
1437	though 	14
1437	miscellaneous 	31
1438	himself 	110
1438	themselves 	57
1438	yourselves 	36
1438	ourselves 	20
1438	his 	19
1438	their 	15
1438	itself 	9
1438	miscellaneous 	73
1439	suffer 	9
1439	let alone 	1
1439	leave 	1
1439	let 	1
1439	commit 	1
1440	seventy 	2
1440	three score and ten 	1
1440	three score and fifteen 	1
1441	seventy times 	1
1442	seventh 	9
1443	Heber 	1
1444	Hebrew 	1
1445	Hebrew 	5
1446	Hebrew 	3
1447	in the Hebrew tongue 	3
1447	in the Hebrew 	2
1447	in Hebrew 	1
1448	draw nigh 	12
1448	be at hand 	9
1448	come nigh 	8
1448	come near 	5
1448	draw near 	4
1448	miscellaneous 	5
1449	write 	2
1450	surety 	1
1451	nigh 	13
1451	at hand 	6
1451	nigh at hand 	4
1451	near 	4
1451	from 	1
1451	nigh unto 	1
1451	ready 	1
1452	nearer 	1
1453	rise 	36
1453	raise 	28
1453	arise 	27
1453	raise up 	23
